part_id,part_name,component_name,city,state,latitude,longitude,demand_intensity
151,Oil Filters for Toyota RAV4 2020,oil filters,Jacksonville,FL,30.3322,-81.6557,0.31
168,Oil Filters for Honda Odyssey 2015,oil filters,San Jose,CA,37.3382,-121.8863,0.31
168,Oil Filters for Honda Odyssey 2015,oil filters,Austin,TX,30.2672,-97.7431,0.31
168,Oil Filters for Honda Odyssey 2015,oil filters,Phoenix,AZ,33.4484,-112.074,0.31
74,Alternators for Honda Odyssey 2015,alternators,Philadelphia,PA,39.9526,-75.1652,0.3
74,Alternators for Honda Odyssey 2015,alternators,Los Angeles,CA,34.0522,-118.2437,0.31
74,Alternators for Honda Odyssey 2015,alternators,Seattle,WA,47.6062,-122.3321,0.31
71,Alternators for Toyota RAV4 2020,alternators,Detroit,MI,42.3314,-83.0458,0.31
71,Alternators for Toyota RAV4 2020,alternators,Houston,TX,29.7604,-95.3698,0.3
71,Alternators for Toyota RAV4 2020,alternators,Jacksonville,FL,30.3322,-81.6557,0.31
219,Starters for Toyota RAV4 2020,starters,New York,NY,40.7128,-74.006,0.31
219,Starters for Toyota RAV4 2020,starters,San Antonio,TX,29.4241,-98.4936,0.3
219,Starters for Toyota RAV4 2020,starters,Chicago,IL,41.8781,-87.6298,0.31
241,Water Pumps for Honda Odyssey 2015,water pumps,Philadelphia,PA,39.9526,-75.1652,0.31
241,Water Pumps for Honda Odyssey 2015,water pumps,Phoenix,AZ,33.4484,-112.074,0.31
241,Water Pumps for Honda Odyssey 2015,water pumps,Chicago,IL,41.8781,-87.6298,0.31
